fiyat,oda_salon,metrekare_brut,metrekare_net,bina_yasi,kat,kat_sayisi,isitma,banyo_sayisi,ilce,mahalle
7300000.0,1+1,100.0,65.0,Sıfır Bina,1.0,13.0,Kombi,1.0,Bağcılar,Yavuz Selim
1000000.0,1+1,80.0,75.0,2 Yaşında,3.0,6.0,Kombi,1.0,Esenyurt,Mevlana
14300000.0,2+1,120.0,100.0,5 Yaşında,20.0,40.0,Merkezi (Pay Öl...,2.0,Sarıyer,Huzur
22000000.0,2+1,100.0,75.0,Sıfır Bina,,9.0,Kombi,2.0,Kadıköy,Erenköy
8600000.0,3+1,130.0,110.0,Sıfır Bina,3.0,4.0,Kombi,2.0,Kağıthane,Ortabayır
2750000.0,2+1,90.0,70.0,46 Yaşında,3.0,3.0,Kombi,1.0,Bağcılar,Kazım Karabekir
9480000.0,2+1,93.0,66.0,1 Yaşında,,7.0,Merkezi (Pay Öl...,1.0,Kartal,Esentepe
42000000.0,3+1,170.0,125.0,3 Yaşında,9.0,10.0,Kombi,2.0,Kadıköy,Caddebostan
950000.0,2+1,70.0,65.0,26 Yaşında,,6.0,Doğalgaz Sobası,1.0,Bağcılar,Kemalpaşa
94000000.0,3+1,190.0,135.0,Sıfır Bina,,3.0,Merkezi (Pay Öl...,2.0,Kadıköy,Caddebostan
68000000.0,5+1,210.0,170.0,7 Yaşında,11.0,18.0,Merkezi (Pay Öl...,3.0,Kadıköy,Suadiye
8600000.0,3+1,130.0,110.0,Sıfır Bina,3.0,4.0,Kombi,2.0,Kağıthane,Çeliktepe
6950000.0,2+1,90.0,80.0,31 Yaşında,4.0,4.0,Kombi,1.0,Maltepe,Çınar
27500000.0,2+1,140.0,100.0,10 Yaşında,,40.0,Merkezi (Pay Öl...,2.0,Şişli,Fulya
6900000.0,2+1,120.0,100.0,2 Yaşında,,4.0,Kombi,2.0,Kağıthane,Sultan Selim
5760000.0,2+1,71.0,68.0,8 Yaşında,1.0,1.0,Belirtilmemiş,1.0,Küçükçekmece,İnönü
115000000.0,5+2,320.0,270.0,Sıfır Bina,4.0,4.0,Merkezi (Pay Öl...,3.0,Kadıköy,Caddebostan
5900000.0,2+1,75.0,60.0,Sıfır Bina,1.0,4.0,Yerden Isıtma,1.0,Kağıthane,Çeliktepe
12500000.0,2+1,95.0,70.0,10 Yaşında,,3.0,Kombi,1.0,Kadıköy,Suadiye
26000000.0,3+1,130.0,89.0,Sıfır Bina,4.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Fenerbahçe
22000000.0,2+1,135.0,100.0,14 Yaşında,16.0,33.0,Merkezi (Pay Öl...,2.0,Sarıyer,Maslak
38500000.0,4+1,190.0,160.0,16 Yaşında,3.0,10.0,Kombi,2.0,Kadıköy,Fenerbahçe
4275000.0,3+1,120.0,100.0,21 Yaşında,4.0,4.0,Kombi,1.0,Bağcılar,Mahmutbey
24200000.0,3+1,135.0,100.0,Sıfır Bina,4.0,12.0,Merkezi (Pay Öl...,2.0,Kadıköy,Feneryolu
1800000.0,3+1,135.0,125.0,6 Yaşında,4.0,6.0,Kombi,1.0,Beylikdüzü,Yakuplu
9500000.0,4+1,140.0,120.0,Sıfır Bina,,4.0,Kombi,1.0,Kağıthane,Sultan Selim
1250000.0,2+1,105.0,100.0,1 Yaşında,2.0,6.0,Kombi,1.0,Esenyurt,Cumhuriyet
14450000.0,3+1,120.0,85.0,Sıfır Bina,4.0,12.0,Kombi,1.0,Kadıköy,Merdivenköy
1500000.0,3+1,125.0,120.0,5 Yaşında,3.0,7.0,Kombi,2.0,Beylikdüzü,Yakuplu
4475000.0,2+1,90.0,80.0,Sıfır Bina,2.0,4.0,Kombi,1.0,Avcılar,Mustafa Kemal Paşa
17000000.0,3+1,150.0,140.0,35 Yaşında,3.0,5.0,Kombi,1.0,Beyoğlu,Cihangir
14950000.0,2+1,115.0,75.0,3 Yaşında,6.0,7.0,Kombi,2.0,Kadıköy,Suadiye
1150000.0,1+1,90.0,80.0,3 Yaşında,4.0,10.0,Kombi,1.0,Beylikdüzü,Yakuplu
1850000.0,2+1,115.0,100.0,1 Yaşında,3.0,6.0,Kombi,2.0,Esenyurt,Güzelyurt
25000000.0,3+1,140.0,105.0,5 Yaşında,5.0,12.0,Merkezi (Pay Öl...,2.0,Kadıköy,Suadiye
21000000.0,2+1,105.0,85.0,Sıfır Bina,6.0,7.0,Kombi,2.0,Kadıköy,Suadiye
5910000.0,2+1,75.0,61.0,Sıfır Bina,1.0,4.0,Yerden Isıtma,1.0,Kağıthane,Ortabayır
1350000.0,2+1,110.0,100.0,2 Yaşında,4.0,5.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
4950000.0,3+1,85.0,82.0,11 Yaşında,1.0,1.0,Belirtilmemiş,2.0,Kağıthane,Hürriyet
3900000.0,2+1,85.0,78.0,26 Yaşında,2.0,4.0,Kombi,1.0,Kağıthane,Sultan Selim
5850000.0,4+1,120.0,119.0,8 Yaşında,3.0,5.0,Kombi,1.0,Küçükçekmece,İnönü
1050000.0,2+1,100.0,95.0,5 Yaşında,1.0,6.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
1000000.0,2+1,115.0,100.0,2 Yaşında,,6.0,Kombi,1.0,Esenyurt,Güzelyurt
1150000.0,2+1,100.0,95.0,1 Yaşında,2.0,7.0,Kombi,1.0,Esenyurt,Barbaros Hayrettin Paşa
1625000.0,2+1,140.0,120.0,2 Yaşında,3.0,8.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
5500000.0,3+1,132.0,131.0,3 Yaşında,3.0,6.0,Kombi,1.0,Arnavutköy,İslambey
3895000.0,2+1,85.0,78.0,26 Yaşında,2.0,4.0,Kombi,1.0,Kağıthane,Yeşilce
22000000.0,2+1,100.0,75.0,Sıfır Bina,1.0,10.0,Kombi,2.0,Kadıköy,Erenköy
5500000.0,2+1,70.0,63.0,Sıfır Bina,,3.0,Kombi,1.0,Kağıthane,Nurtepe
17900000.0,2+1,125.0,90.0,10 Yaşında,8.0,9.0,Kombi,2.0,Kadıköy,Suadiye
1200000.0,2+1,110.0,100.0,4 Yaşında,3.0,6.0,Kombi,1.0,Esenyurt,Güzelyurt
33250000.0,3+1,140.0,105.0,Sıfır Bina,10.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Fenerbahçe
3200000.0,1+1,80.0,70.0,35 Yaşında,,5.0,Kombi,1.0,Ümraniye,Çakmak
4250000.0,1+1,65.0,52.0,11 Yaşında,,5.0,Kombi,1.0,Kağıthane,Merkez
1700000.0,3+1,145.0,135.0,5 Yaşında,5.0,8.0,Kombi,1.0,Esenyurt,Mevlana
9500000.0,4+1,140.0,120.0,Sıfır Bina,,4.0,Kombi,1.0,Kağıthane,Şirintepe
2150000.0,3+1,130.0,120.0,2 Yaşında,3.0,6.0,Kombi,2.0,Beylikdüzü,Yakuplu
17800000.0,2+1,120.0,90.0,9 Yaşında,8.0,9.0,Kombi,2.0,Kadıköy,Suadiye
14800000.0,3+1,115.0,80.0,6 Yaşında,3.0,8.0,Kombi,2.0,Kadıköy,Kozyatağı
26250000.0,3+1,150.0,116.0,9 Yaşında,1.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Suadiye
17000000.0,3+1,125.0,90.0,Sıfır Bina,9.0,10.0,Merkezi (Pay Öl...,1.0,Kadıköy,Kozyatağı
7250000.0,1+1,60.0,50.0,5 Yaşında,1.0,5.0,Kombi,1.0,Maltepe,Çınar
24750000.0,4+2,335.0,250.0,27 Yaşında,6.0,6.0,Kombi,3.0,Üsküdar,Acıbadem
13950000.0,3+1,115.0,85.0,Sıfır Bina,,5.0,Merkezi (Pay Öl...,2.0,Üsküdar,Küçüksu
1100000.0,2+1,90.0,85.0,1 Yaşında,3.0,6.0,Kombi,,Esenyurt,Mevlana
12950000.0,2+2,150.0,140.0,3 Yaşında,4.0,4.0,Kombi,2.0,Maltepe,Küçükyalı
4550000.0,2+1,85.0,78.0,7 Yaşında,1.0,6.0,Kombi,2.0,Eyüpsultan,Emniyettepe
4560000.0,2+1,85.0,78.0,7 Yaşında,1.0,6.0,Kombi,2.0,Eyüpsultan,Güzeltepe
6200000.0,2+1,80.0,75.0,Sıfır Bina,2.0,5.0,Kombi,1.0,Kağıthane,Sultan Selim
1100000.0,1+1,80.0,70.0,1 Yaşında,2.0,6.0,Kombi,1.0,Beylikdüzü,Yakuplu
26750000.0,3+1,135.0,100.0,10 Yaşında,10.0,9.0,Kombi,2.0,Kadıköy,Suadiye
3710000.0,1+1,72.0,60.0,3 Yaşında,1.0,4.0,Kombi,2.0,Kağıthane,Nurtepe
2250000.0,3+1,120.0,110.0,3 Yaşında,3.0,6.0,Kombi,1.0,Beylikdüzü,Yakuplu
27950000.0,3+1,145.0,116.0,1 Yaşında,6.0,6.0,Kombi,2.0,Kadıköy,Caddebostan
19475000.0,3+1,130.0,95.0,2 Yaşında,13.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Feneryolu
1550000.0,2+1,105.0,100.0,1 Yaşında,2.0,6.0,Kombi,1.0,Esenyurt,Güzelyurt
1000000.0,1+1,85.0,75.0,3 Yaşında,1.0,7.0,Kombi,1.0,Esenyurt,Güzelyurt
25000000.0,2+1,100.0,65.0,Sıfır Bina,1.0,3.0,Kombi,1.0,Kadıköy,Bostancı
13450000.0,1+1,60.0,42.0,Sıfır Bina,,8.0,Kombi,1.0,Kadıköy,Caddebostan
7600000.0,1+1,60.0,50.0,Sıfır Bina,,8.0,Kombi,1.0,Kağıthane,Hamidiye
9800000.0,1+0,61.0,40.0,6 Yaşında,,50.0,Merkezi (Pay Öl...,1.0,Sarıyer,Huzur
1300000.0,2+1,100.0,85.0,1 Yaşında,1.0,6.0,Kombi,1.0,Esenyurt,Cumhuriyet
19900000.0,3+1,135.0,100.0,5 Yaşında,2.0,17.0,Merkezi (Pay Öl...,2.0,Kadıköy,Suadiye
5750000.0,2+1,85.0,72.0,Sıfır Bina,,3.0,Kombi,1.0,Kağıthane,Nurtepe
6000000.0,4+2,140.0,125.0,11 Yaşında,3.0,4.0,Kombi,1.0,Pendik,Ahmet Yesevi
5700000.0,2+1,73.0,66.0,Sıfır Bina,,4.0,Kombi,1.0,Kağıthane,Nurtepe
935000.0,1+1,80.0,70.0,Sıfır Bina,3.0,8.0,Kombi,1.0,Beylikdüzü,Beylikdüzü OSB
19250000.0,1+1,70.0,55.0,7 Yaşında,,8.0,Kombi,1.0,Kadıköy,Fenerbahçe
5250000.0,1+1,65.0,55.0,Sıfır Bina,,3.0,Kombi,1.0,Kağıthane,Nurtepe
19000000.0,2+1,100.0,75.0,Sıfır Bina,10.0,13.0,Kombi,2.0,Kadıköy,Erenköy
19500000.0,2+1,100.0,75.0,Sıfır Bina,13.0,13.0,Kombi,2.0,Kadıköy,Erenköy
1525000.0,2+1,125.0,115.0,Sıfır Bina,3.0,8.0,Kombi,1.0,Beylikdüzü,Beylikdüzü OSB
1200000.0,1+1,75.0,70.0,1 Yaşında,,6.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
8950000.0,3+1,150.0,130.0,31 Yaşında,5.0,5.0,Kombi,1.0,Maltepe,Altayçeşme
20200000.0,3+1,120.0,85.0,Sıfır Bina,13.0,14.0,Merkezi (Pay Öl...,1.0,Kadıköy,Erenköy
3350000.0,1+1,75.0,66.0,8 Yaşında,,5.0,Kombi,1.0,Kağıthane,Telsizler
1100000.0,2+1,90.0,85.0,4 Yaşında,2.0,6.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
7750000.0,3+1,140.0,120.0,25 Yaşında,2.0,7.0,Kombi,2.0,Kağıthane,Ortabayır
16500000.0,2+1,113.0,75.0,Sıfır Bina,5.0,11.0,Yerden Isıtma,1.0,Kadıköy,Suadiye
23000000.0,4+1,270.0,237.0,19 Yaşında,,9.0,Kombi,2.0,Kadıköy,Erenköy
19750000.0,2+1,100.0,75.0,Sıfır Bina,12.0,13.0,Kombi,2.0,Kadıköy,Erenköy
6850000.0,2+1,75.0,68.0,Sıfır Bina,3.0,4.0,Kombi,1.0,Kağıthane,Nurtepe
1150000.0,2+1,90.0,85.0,3 Yaşında,2.0,6.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
27000000.0,3+1,145.0,108.0,Sıfır Bina,1.0,9.0,Kombi,2.0,Kadıköy,Caddebostan
20500000.0,2+1,115.0,80.0,Sıfır Bina,10.0,13.0,Kombi,2.0,Kadıköy,Erenköy
1150000.0,2+1,100.0,95.0,2 Yaşında,4.0,6.0,Kombi,1.0,Esenyurt,Güzelyurt
5250000.0,3+1,155.0,120.0,19 Yaşında,1.0,5.0,Kombi,2.0,Şişli,Gülbahar
6700000.0,2+1,110.0,90.0,10 Yaşında,2.0,5.0,Kombi,1.0,Kağıthane,Nurtepe
970000.0,1+1,75.0,65.0,Sıfır Bina,,6.0,Kombi,1.0,Beylikdüzü,Beylikdüzü OSB
19500000.0,2+1,100.0,75.0,Sıfır Bina,13.0,14.0,Merkezi (Pay Öl...,1.0,Kadıköy,Erenköy
19250000.0,2+1,100.0,75.0,Sıfır Bina,11.0,12.0,Kombi,2.0,Kadıköy,Erenköy
35500000.0,4+1,185.0,150.0,16 Yaşında,6.0,8.0,Kombi,2.0,Kadıköy,Caddebostan
4550000.0,2+1,120.0,100.0,6 Yaşında,1.0,4.0,Kombi,2.0,Eyüpsultan,Emniyettepe
7750000.0,3+1,140.0,120.0,25 Yaşında,2.0,7.0,Kombi,2.0,Kağıthane,Ortabayır
30000000.0,3+1,140.0,105.0,Sıfır Bina,7.0,8.0,Kombi,2.0,Kadıköy,Zühtüpaşa
29000000.0,3+1,140.0,105.0,Sıfır Bina,5.0,8.0,Kombi,2.0,Kadıköy,Zühtüpaşa
23000000.0,2+1,105.0,80.0,Sıfır Bina,7.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Bostancı
20200000.0,3+1,120.0,85.0,Sıfır Bina,13.0,14.0,Merkezi (Pay Öl...,1.0,Kadıköy,Erenköy
2100000.0,3+1,130.0,120.0,2 Yaşında,3.0,5.0,Kombi,2.0,Esenyurt,Güzelyurt
1100000.0,2+1,90.0,85.0,4 Yaşında,2.0,6.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
8600000.0,2+1,120.0,100.0,Sıfır Bina,3.0,4.0,Kombi,1.0,Şişli,Esentepe
7750000.0,3+1,140.0,120.0,25 Yaşında,2.0,7.0,Kombi,2.0,Şişli,Esentepe
33750000.0,3+1,145.0,108.0,9 Yaşında,14.0,15.0,Kombi,2.0,Kadıköy,Caddebostan
8200000.0,2+1,90.0,75.0,9 Yaşında,1.0,4.0,Kombi,2.0,Kağıthane,Merkez
7400000.0,6+1,240.0,210.0,12 Yaşında,3.0,3.0,Kombi,2.0,Eyüpsultan,Akşemsettin
19850000.0,3+1,120.0,85.0,Sıfır Bina,10.0,14.0,Merkezi (Pay Öl...,1.0,Kadıköy,Erenköy
16500000.0,3+1,125.0,90.0,Sıfır Bina,7.0,10.0,Merkezi (Pay Öl...,1.0,Kadıköy,Bostancı
1150000.0,2+1,90.0,85.0,3 Yaşında,2.0,6.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
2250000.0,3+1,140.0,130.0,2 Yaşında,4.0,7.0,Kombi,2.0,Esenyurt,Mevlana
40000000.0,4+1,210.0,170.0,Sıfır Bina,14.0,14.0,Merkezi (Pay Öl...,3.0,Kadıköy,Bostancı
7750000.0,3+1,140.0,120.0,25 Yaşında,2.0,7.0,Kombi,2.0,Kağıthane,Ortabayır
8900000.0,3+1,145.0,125.0,Sıfır Bina,3.0,4.0,Kombi,2.0,Kağıthane,Sultan Selim
970000.0,1+1,75.0,65.0,Sıfır Bina,,6.0,Kombi,1.0,Beylikdüzü,Beylikdüzü OSB
14850000.0,2+1,100.0,70.0,Sıfır Bina,3.0,3.0,Kombi,1.0,Kadıköy,Bostancı
8400000.0,2+0,90.0,80.0,Sıfır Bina,,4.0,Kombi,2.0,Kağıthane,Sultan Selim
4550000.0,2+1,130.0,120.0,5 Yaşında,1.0,5.0,Kombi,2.0,Eyüpsultan,Emniyettepe
8400000.0,2+0,90.0,80.0,Sıfır Bina,,4.0,Kombi,2.0,Kağıthane,Yeşilce
440000000.0,4+0,450.0,390.0,28 Yaşında,,3.0,Kombi,4.0,Beykoz,Kanlıca
1600000.0,2+1,110.0,100.0,2 Yaşında,,5.0,Kombi,1.0,Beylikdüzü,Yakuplu
8900000.0,3+1,145.0,125.0,Sıfır Bina,3.0,4.0,Kombi,2.0,Kağıthane,Sultan Selim
29000000.0,3+1,140.0,105.0,Sıfır Bina,5.0,8.0,Kombi,2.0,Kadıköy,Zühtüpaşa
23000000.0,2+1,105.0,80.0,Sıfır Bina,7.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Bostancı
38250000.0,4+2,235.0,190.0,Sıfır Bina,14.0,14.0,Merkezi (Pay Öl...,3.0,Kadıköy,Göztepe
920000.0,1+1,80.0,70.0,Sıfır Bina,7.0,10.0,Kombi,1.0,Beylikdüzü,Beylikdüzü OSB
2100000.0,3+1,130.0,120.0,2 Yaşında,3.0,5.0,Kombi,2.0,Esenyurt,Güzelyurt
8600000.0,2+1,120.0,100.0,Sıfır Bina,3.0,4.0,Kombi,1.0,Şişli,Esentepe
33000000.0,3+1,140.0,105.0,Sıfır Bina,13.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Suadiye
1500000.0,2+1,120.0,110.0,Sıfır Bina,5.0,9.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
8600000.0,2+1,120.0,100.0,Sıfır Bina,3.0,4.0,Kombi,1.0,Kağıthane,Ortabayır
33750000.0,3+1,145.0,108.0,9 Yaşında,14.0,15.0,Kombi,2.0,Kadıköy,Caddebostan
1450000.0,2+1,110.0,100.0,Sıfır Bina,1.0,6.0,Kombi,2.0,Beylikdüzü,Yakuplu
7400000.0,6+1,240.0,210.0,12 Yaşında,3.0,3.0,Kombi,2.0,Eyüpsultan,Akşemsettin
43250000.0,5+2,350.0,300.0,12 Yaşında,15.0,15.0,Kombi,3.0,Kadıköy,Suadiye
2250000.0,3+1,140.0,130.0,2 Yaşında,4.0,7.0,Kombi,2.0,Esenyurt,Mevlana
1250000.0,2+1,125.0,115.0,4 Yaşında,4.0,7.0,Kombi,2.0,Esenyurt,Cumhuriyet
40000000.0,4+1,210.0,170.0,Sıfır Bina,14.0,14.0,Merkezi (Pay Öl...,3.0,Kadıköy,Bostancı
46000000.0,4+1,185.0,140.0,Sıfır Bina,4.0,7.0,Kombi,2.0,Kadıköy,Caddebostan
6000000.0,3+1,90.0,80.0,31 Yaşında,3.0,6.0,Kombi,1.0,Kartal,Petroliş
1950000.0,3+1,140.0,130.0,5 Yaşında,6.0,18.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
30000000.0,3+1,145.0,110.0,Sıfır Bina,6.0,7.0,Merkezi (Pay Öl...,2.0,Kadıköy,Erenköy
11250000.0,2+1,95.0,70.0,33 Yaşında,1.0,9.0,Kombi,1.0,Kadıköy,Suadiye
56000000.0,5+1,285.0,250.0,7 Yaşında,13.0,13.0,Kombi,3.0,Kadıköy,Erenköy
4550000.0,2+1,130.0,120.0,5 Yaşında,1.0,5.0,Kombi,2.0,Eyüpsultan,Güzeltepe
440000000.0,4+0,450.0,390.0,28 Yaşında,,3.0,Kombi,4.0,Beykoz,Kanlıca
30000000.0,3+1,140.0,105.0,Sıfır Bina,5.0,8.0,Merkezi (Pay Öl...,2.0,Kadıköy,Zühtüpaşa
8400000.0,2+0,90.0,80.0,Sıfır Bina,,4.0,Kombi,2.0,Kağıthane,Yeşilce
6000000.0,2+1,80.0,70.0,15 Yaşında,3.0,5.0,Kombi,1.0,Kağıthane,Sultan Selim
980000.0,1+1,80.0,70.0,Sıfır Bina,2.0,6.0,Kombi,1.0,Beylikdüzü,Beylikdüzü OSB
8900000.0,3+1,145.0,125.0,Sıfır Bina,3.0,4.0,Kombi,2.0,Kağıthane,Sultan Selim
19500000.0,2+1,105.0,80.0,Sıfır Bina,5.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Suadiye
18500000.0,3+1,128.0,90.0,Sıfır Bina,8.0,8.0,Kombi,2.0,Kadıköy,Göztepe
1500000.0,2+1,120.0,110.0,Sıfır Bina,5.0,9.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
23000000.0,2+1,105.0,80.0,Sıfır Bina,11.0,14.0,Merkezi (Pay Öl...,2.0,Kadıköy,Bostancı
46500000.0,4+1,175.0,135.0,4 Yaşında,2.0,8.0,Merkezi (Pay Öl...,2.0,Kadıköy,Fenerbahçe
19500000.0,3+1,120.0,85.0,Sıfır Bina,8.0,13.0,Merkezi (Pay Öl...,1.0,Kadıköy,Erenköy
3800000.0,2+1,75.0,56.0,5 Yaşında,1.0,5.0,Kombi,1.0,Kağıthane,Sultan Selim
3650000.0,2+1,90.0,70.0,30 Yaşında,1.0,6.0,Kombi,1.0,Kağıthane,Sultan Selim
8900000.0,3+1,145.0,125.0,Sıfır Bina,3.0,4.0,Kombi,2.0,Kağıthane,Şirintepe
29500000.0,3+1,140.0,105.0,Sıfır Bina,6.0,8.0,Merkezi (Pay Öl...,2.0,Kadıköy,Zühtüpaşa
37800000.0,3+1,145.0,110.0,Sıfır Bina,,7.0,Merkezi (Pay Öl...,2.0,Kadıköy,Erenköy
3650000.0,2+1,90.0,70.0,30 Yaşında,1.0,6.0,Kombi,1.0,Kağıthane,Şirintepe
1050000.0,1+1,90.0,80.0,5 Yaşında,6.0,15.0,Kombi,1.0,Beylikdüzü,Beylikdüzü OSB
1350000.0,2+1,100.0,95.0,Sıfır Bina,1.0,6.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
25950000.0,3+1,140.0,105.0,9 Yaşında,5.0,8.0,Kombi,2.0,Kadıköy,Göztepe
1825000.0,2+1,110.0,100.0,2 Yaşında,3.0,5.0,Kombi,1.0,Beylikdüzü,Yakuplu
25000000.0,3+1,140.0,105.0,5 Yaşında,5.0,12.0,Kombi,2.0,Kadıköy,Suadiye
43500000.0,4+1,185.0,140.0,1 Yaşında,1.0,13.0,Merkezi (Pay Öl...,2.0,Kadıköy,Caddebostan
1435000.0,2+1,100.0,90.0,1 Yaşında,3.0,7.0,Kombi,1.0,Beylikdüzü,Yakuplu
3350000.0,2+1,80.0,70.0,10 Yaşında,1.0,4.0,Kombi,1.0,Kağıthane,Seyrantepe
6300000.0,2+1,90.0,80.0,5 Yaşında,2.0,5.0,Kombi,1.0,Kağıthane,Sultan Selim
29850000.0,4+1,185.0,140.0,12 Yaşında,10.0,14.0,Kombi,2.0,Kadıköy,Suadiye
3350000.0,2+1,80.0,70.0,10 Yaşında,1.0,4.0,Kombi,1.0,Kağıthane,Sultan Selim
6300000.0,2+1,90.0,80.0,5 Yaşında,2.0,5.0,Kombi,1.0,Kağıthane,Seyrantepe
1150000.0,1+1,75.0,65.0,1 Yaşında,2.0,6.0,Kombi,1.0,Beylikdüzü,Cumhuriyet
1100000.0,1+1,70.0,64.0,2 Yaşında,3.0,5.0,Kombi,1.0,Beylikdüzü,Yakuplu
950000.0,1+1,80.0,70.0,2 Yaşında,3.0,8.0,Merkezi,1.0,Beylikdüzü,Cumhuriyet
2200000.0,3+1,120.0,110.0,1 Yaşında,4.0,5.0,Kombi,1.0,Esenyurt,Güzelyurt
22600000.0,2+1,110.0,85.0,Sıfır Bina,3.0,7.0,Merkezi (Pay Öl...,2.0,Kadıköy,Erenköy
56000000.0,3+1,170.0,135.0,6 Yaşında,2.0,12.0,Kombi,2.0,Kadıköy,Fenerbahçe
27950000.0,3+1,140.0,105.0,6 Yaşında,5.0,12.0,Kombi,2.0,Kadıköy,Suadiye
1600000.0,3+1,120.0,110.0,2 Yaşında,2.0,6.0,Kombi,2.0,Beylikdüzü,Cumhuriyet
6200000.0,2+1,80.0,70.0,Sıfır Bina,,4.0,Kombi,1.0,Kağıthane,Merkez
24200000.0,3+1,125.0,90.0,Sıfır Bina,2.0,8.0,Merkezi (Pay Öl...,2.0,Kadıköy,Suadiye
7450000.0,3+1,105.0,102.0,39 Yaşında,1.0,1.0,Belirtilmemiş,1.0,Ümraniye,Namık Kemal
7600000.0,4+0,180.0,160.0,8 Yaşında,5.0,6.0,Kombi,2.0,Kağıthane,Şirintepe
20750000.0,3+1,135.0,96.0,9 Yaşında,3.0,9.0,Kombi,2.0,Kadıköy,Göztepe
6500000.0,2+1,87.0,86.0,5 Yaşında,8.0,13.0,Kombi,1.0,Tuzla,Aydınlı
24650000.0,3+1,135.0,100.0,19 Yaşında,1.0,10.0,Kombi,2.0,Kadıköy,Suadiye
3450000.0,3+1,83.0,82.0,7 Yaşında,4.0,6.0,Kombi,1.0,Esenyurt,Orhan Gazi
4000000.0,3+1,165.0,155.0,5 Yaşında,6.0,18.0,Kombi,2.0,Beylikdüzü,Cumhuriyet
2850000.0,2+1,120.0,110.0,Sıfır Bina,4.0,6.0,Kombi,2.0,Beylikdüzü,Yakuplu
16000000.0,3+1,135.0,100.0,8 Yaşında,3.0,14.0,Kombi,2.0,Kadıköy,Bostancı
6490000.0,3+1,92.0,89.0,10 Yaşında,1.0,1.0,Belirtilmemiş,1.0,Kartal,Hürriyet
4540000.0,3+1,93.0,90.0,35 Yaşında,1.0,1.0,Belirtilmemiş,1.0,Kartal,Gümüşpınar
2365000.0,2+1,90.0,87.0,13 Yaşında,1.0,1.0,Belirtilmemiş,2.0,Esenyurt,Necip Fazıl Kısakürek
1520000.0,2+1,115.0,110.0,6 Yaşında,2.0,6.0,Kombi,1.0,Esenyurt,Barbaros Hayrettin Paşa
22950000.0,3+2,145.0,113.0,3 Yaşında,3.0,3.0,Kombi,2.0,Kadıköy,Erenköy
3000000.0,3+1,155.0,145.0,4 Yaşında,3.0,6.0,Kombi,1.0,Beylikdüzü,Yakuplu
26000000.0,3+1,135.0,96.0,Sıfır Bina,1.0,11.0,Merkezi (Pay Öl...,2.0,Kadıköy,Erenköy
1495000.0,2+1,135.0,125.0,1 Yaşında,6.0,7.0,Kombi,1.0,Esenyurt,Güzelyurt
47000000.0,3+1,160.0,125.0,3 Yaşında,4.0,8.0,Kombi,2.0,Kadıköy,Fenerbahçe
9990000.0,4+1,180.0,150.0,Sıfır Bina,3.0,4.0,Kombi,2.0,Kağıthane,Merkez
2650000.0,3+1,145.0,135.0,2 Yaşında,3.0,6.0,Kombi,2.0,Beylikdüzü,Yakuplu
35000000.0,3+1,165.0,125.0,Sıfır Bina,3.0,11.0,Merkezi (Pay Öl...,3.0,Kadıköy,Göztepe
35000000.0,3+1,145.0,110.0,Sıfır Bina,7.0,8.0,Kombi,2.0,Kadıköy,Caddebostan
1400000.0,1+1,85.0,75.0,3 Yaşında,2.0,6.0,Kombi,1.0,Beylikdüzü,Yakuplu
19000000.0,2+1,85.0,65.0,Sıfır Bina,,7.0,Merkezi (Pay Öl...,1.0,Kadıköy,Erenköy
1990000.0,2+1,120.0,110.0,4 Yaşında,5.0,12.0,Kombi,2.0,Beylikdüzü,Cumhuriyet
15900000.0,3+1,140.0,110.0,2 Yaşında,18.0,22.0,Kombi,2.0,Kadıköy,Bostancı
42000000.0,3+1,155.0,121.0,6 Yaşında,7.0,11.0,Kombi,2.0,Kadıköy,Caddebostan
1200000.0,2+1,115.0,110.0,1 Yaşında,3.0,6.0,Kombi,2.0,Beylikdüzü,Cumhuriyet
15500000.0,2+1,95.0,70.0,8 Yaşında,,10.0,Kombi,1.0,Kadıköy,Suadiye
11500000.0,1+1,70.0,50.0,1 Yaşında,,8.0,Kombi,1.0,Kadıköy,Erenköy
2400000.0,3+1,120.0,110.0,2 Yaşında,3.0,6.0,Kombi,1.0,Beylikdüzü,Yakuplu
